,GEOID_Data,facility_type,X.1,X,FID,OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,area_sqr_m,land_ratio,ORIG_FID,POINT_X,POINT_Y,facility_name,facility_lat,facility_lng,distance_rank,Dist_km_bm,Dur_min_bm,Dist_km_rt,Dur_min_rt,time,Dist_km_rg,Dur_min_rg
12261,14000US39103408302,center,2631,12791,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Cleveland Downtown,41.5047834,-81.6856808,0,56.84,42.31666667,56.84,54.76666667,1/19/2019 22:00,56.84,42.73333333
12268,14000US39103408302,fire,1361,6801,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Medina Fire Department Station No. 3,41.1219213,-81.8503063,0,0.063,0.05,0.063,0.066666667,1/19/2019 22:00,0.063,0.066666667
12271,14000US39103408302,grocery,726,3626,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Nibble,41.1375405,-81.8644267,0,2.269,4.25,2.269,4.466666667,1/19/2019 22:00,2.269,4.166666667
12276,14000US39103408302,hospital,91,451,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,3.27,5.316666667,3.27,6.133333333,1/19/2019 22:00,3.27,5.383333333
12277,14000US39103408302,police,1996,9976,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Medina County Sheriffs Civil,41.13819,-81.86232,0,2.23,3.65,2.23,4.05,1/19/2019 22:00,2.23,3.85
12282,14000US39103409001,center,2642,12802,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Cleveland Downtown,41.5047834,-81.6856808,0,68.988,49.23333333,68.988,60.03333333,1/19/2019 22:00,68.988,49.55
12286,14000US39103409001,fire,1372,6856,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Chatham Twp Fire Department,41.0990283,-82.0260793,0,0.075,0.816666667,0.075,0.816666667,1/19/2019 22:00,0.075,0.833333333
12292,14000US39103409001,grocery,737,3681,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Feinkost Ingredients,41.0346873,-82.0236533,0,8.844,8.733333333,8.844,10.95,1/19/2019 22:00,8.844,8.716666667
12296,14000US39103409001,hospital,102,506,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Brunswick Medical Center,41.2389582,-81.8317333,0,31.701,27.9,31.701,32.31666667,1/19/2019 22:00,31.701,27.83333333
12300,14000US39103409001,police,2007,10031,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Lodi Fire Department,41.0392514,-82.0059659,0,8.514,7.6,8.514,8.833333333,1/19/2019 22:00,8.514,7.683333333
12301,14000US39103409002,center,2643,12803,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Cleveland Downtown,41.5047834,-81.6856808,0,78.096,49,64.001,59.16666667,1/19/2019 22:00,78.096,49.75
12306,14000US39103409002,fire,1373,6861,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Lafayette Township Fire Station # 1,41.0988328,-81.9333851,0,0.694,0.7,0.694,0.75,1/19/2019 22:00,0.694,0.666666667
12312,14000US39103409002,grocery,738,3686,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Lafayette Market,41.099019,-81.935974,0,0.497,0.466666667,0.497,0.5,1/19/2019 22:00,0.497,0.433333333
12316,14000US39103409002,hospital,103,511,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Summa Health Wadsworth-Rittman Medical Center,41.0278353,-81.7505084,0,24.366,19.83333333,21.875,22.1,1/19/2019 22:00,24.366,20.1
12318,14000US39103409002,police,2008,10036,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Medina County Sheriff's Department,41.1279746,-81.8897101,0,6.137,5.833333333,6.137,6.516666667,1/19/2019 22:00,6.137,5.883333333
12321,14000US39103410000,center,2649,12809,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Cleveland Downtown,41.5047834,-81.6856808,0,76.856,53.95,76.856,65.75,1/19/2019 22:00,76.856,54.5
12325,14000US39103410000,fire,1379,6891,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Spencer Community Fire District,41.0995435,-82.1225774,0,3.953,3.366666667,3.953,3.75,1/19/2019 22:00,3.953,3.366666667
12332,14000US39103410000,grocery,744,3716,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Spencer Main Street Market,41.0999411,-82.1230356,0,4.001,3.4,4.001,3.816666667,1/19/2019 22:00,4.001,3.4
12336,14000US39103410000,hospital,109,541,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Mercy Allen Hospital,41.2951032,-82.2247481,0,34.34,30.95,34.093,32.43333333,1/19/2019 22:00,34.34,30.95
12337,14000US39103410000,police,2014,10066,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Spencer Village Office,41.1002483,-82.1233069,0,3.995,3.35,3.995,3.833333333,1/19/2019 22:00,3.995,3.366666667
12341,14000US39103411001,center,2650,12810,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Cleveland Downtown,41.5047834,-81.6856808,0,80.244,50.25,80.244,65.63333333,1/19/2019 22:00,80.244,51.11666667
12347,14000US39103411001,fire,1380,6896,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Burbank Fire Chief,40.9875672,-81.9948411,0,4.653,6.7,4.653,6.966666667,1/19/2019 22:00,4.653,6.816666667
12352,14000US39103411001,grocery,745,3721,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Garden Isle Farms,41.0118213,-81.9961854,0,4.435,5.533333333,4.435,5.666666667,1/19/2019 22:00,4.435,5.666666667
12356,14000US39103411001,hospital,110,546,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Cleveland Clinic Akron General Lodi Hospital,41.0357983,-82.0142831,0,3.746,7.4,3.746,8.116666667,1/19/2019 22:00,3.746,7.533333333
12358,14000US39103411001,police,2015,10071,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Lodi Utility Billing,41.032522,-82.012247,0,3.261,6.816666667,3.261,7.4,1/19/2019 22:00,3.261,6.95
12361,14000US39103411002,center,2651,12811,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Cleveland Downtown,41.5047834,-81.6856808,0,79.454,52.31666667,79.454,67.53333333,1/19/2019 22:00,79.454,52.93333333
12365,14000US39103411002,fire,1381,6901,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Lodi Fire Department,41.0392514,-82.0059659,0,1.456,4.35,1.456,4.833333333,1/19/2019 22:00,1.456,4.3
12370,14000US39103411002,grocery,746,3726,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Dollar General,41.033293,-82.0167865,0,0.539,2.233333333,0.539,2.433333333,1/19/2019 22:00,0.539,2.25
12373,14000US39103411002,hospital,111,551,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Cleveland Clinic Akron General Lodi Hospital,41.0357983,-82.0142831,0,0.987,3.816666667,0.987,3.866666667,1/19/2019 22:00,0.987,3.816666667
12377,14000US39103411002,police,2016,10076,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Lodi Utility Billing,41.032522,-82.012247,0,0.709,4.85,0.709,5.3,1/19/2019 22:00,0.709,4.883333333
12383,14000US39103412000,center,2632,12792,91,50868,39,103,412000,39103412000,4120,Census Tract 4120,G5020,S,65686616,297581,41.0223386,-81.9261277,0.339955911,0.007064762,25.3617001,0.984286981,91,-81.92808475,41.0260094,Cleveland Downtown,41.5047834,-81.6856808,0,70.991,43.63333333,70.991,58.65,1/19/2019 22:00,70.991,44.41666667
12388,14000US39103412000,fire,1362,6806,91,50868,39,103,412000,39103412000,4120,Census Tract 4120,G5020,S,65686616,297581,41.0223386,-81.9261277,0.339955911,0.007064762,25.3617001,0.984286981,91,-81.92808475,41.0260094,Westfield Fire & Rescue,41.0274966,-81.9333541,0,0.517,1,0.517,1.033333333,1/19/2019 22:00,0.517,0.9
12390,14000US39103412000,grocery,727,3631,91,50868,39,103,412000,39103412000,4120,Census Tract 4120,G5020,S,65686616,297581,41.0223386,-81.9261277,0.339955911,0.007064762,25.3617001,0.984286981,91,-81.92808475,41.0260094,Wayside Market,41.0249582,-81.8632896,0,6.154,6.15,6.154,6.383333333,1/19/2019 22:00,6.154,6.3
12394,14000US39103412000,hospital,92,456,91,50868,39,103,412000,39103412000,4120,Census Tract 4120,G5020,S,65686616,297581,41.0223386,-81.9261277,0.339955911,0.007064762,25.3617001,0.984286981,91,-81.92808475,41.0260094,Cleveland Clinic Akron General Lodi Hospital,41.0357983,-82.0142831,0,7.984,10.05,7.984,11.2,1/19/2019 22:00,7.984,10.06666667
12398,14000US39103412000,police,1997,9981,91,50868,39,103,412000,39103412000,4120,Census Tract 4120,G5020,S,65686616,297581,41.0223386,-81.9261277,0.339955911,0.007064762,25.3617001,0.984286981,91,-81.92808475,41.0260094,Village of Westfield Center,41.0271432,-81.930679,0,0.224,0.4,0.224,0.4,1/19/2019 22:00,0.224,0.416666667
12403,14000US39103413000,center,2652,12812,111,50929,39,103,413000,39103413000,4130,Census Tract 4130,G5020,S,65076576,0,41.025424,-81.8325625,0.336168102,0.006967521,25.1261997,0.995602146,111,-81.83256257,41.02542754,Cleveland Downtown,41.5047834,-81.6856808,0,71.634,44.33333333,71.634,58.93333333,1/19/2019 22:00,71.634,45.06666667
12408,14000US39103413000,fire,1382,6906,111,50929,39,103,413000,39103413000,4130,Census Tract 4130,G5020,S,65076576,0,41.025424,-81.8325625,0.336168102,0.006967521,25.1261997,0.995602146,111,-81.83256257,41.02542754,Seville Fire Department,41.024919,-81.8642516,0,2.691,2.566666667,2.691,2.683333333,1/19/2019 22:00,2.691,2.566666667
12410,14000US39103413000,grocery,747,3731,111,50929,39,103,413000,39103413000,4130,Census Tract 4130,G5020,S,65076576,0,41.025424,-81.8325625,0.336168102,0.006967521,25.1261997,0.995602146,111,-81.83256257,41.02542754,Wayside Market,41.0249582,-81.8632896,0,2.611,2.3,2.611,2.466666667,1/19/2019 22:00,2.611,2.3
12414,14000US39103413000,hospital,112,556,111,50929,39,103,413000,39103413000,4130,Census Tract 4130,G5020,S,65076576,0,41.025424,-81.8325625,0.336168102,0.006967521,25.1261997,0.995602146,111,-81.83256257,41.02542754,Summa Health Wadsworth-Rittman Medical Center - Cardiology,41.0279617,-81.7505822,0,7.526,7.583333333,7.526,8.266666667,1/19/2019 22:00,7.526,7.533333333
12418,14000US39103413000,police,2017,10081,111,50929,39,103,413000,39103413000,4130,Census Tract 4130,G5020,S,65076576,0,41.025424,-81.8325625,0.336168102,0.006967521,25.1261997,0.995602146,111,-81.83256257,41.02542754,Seville Police Department,41.0263727,-81.8594744,0,2.47,2.25,2.47,2.416666667,1/19/2019 22:00,2.47,2.25
12424,14000US39103415100,center,2653,12813,112,50930,39,103,415100,39103415100,4151,Census Tract 4151,G5020,S,6396291,0,41.2586218,-81.7941743,0.111616879,0.000687231,2.46962,0.997888216,112,-81.79417465,41.25862343,Cleveland Downtown,41.5047834,-81.6856808,0,45.631,31.9,39.094,44.73333333,1/19/2019 22:00,45.631,32.35
12427,14000US39103415100,fire,1383,6911,112,50930,39,103,415100,39103415100,4151,Census Tract 4151,G5020,S,6396291,0,41.2586218,-81.7941743,0.111616879,0.000687231,2.46962,0.997888216,112,-81.79417465,41.25862343,Brunswick City Fire Department,41.260848,-81.808579,0,1.443,2.233333333,1.443,2.25,1/19/2019 22:00,1.443,2.183333333
12432,14000US39103415100,grocery,748,3736,112,50930,39,103,415100,39103415100,4151,Census Tract 4151,G5020,S,6396291,0,41.2586218,-81.7941743,0.111616879,0.000687231,2.46962,0.997888216,112,-81.79417465,41.25862343,Marc's Stores,41.240078,-81.805517,0,3.979,6.233333333,3.979,6.45,1/19/2019 22:00,3.979,6.066666667
12435,14000US39103415100,hospital,113,561,112,50930,39,103,415100,39103415100,4151,Census Tract 4151,G5020,S,6396291,0,41.2586218,-81.7941743,0.111616879,0.000687231,2.46962,0.997888216,112,-81.79417465,41.25862343,Brunswick Medical Center,41.2389582,-81.8317333,0,6.208,8.883333333,6.208,9.383333333,1/19/2019 22:00,6.208,8.8
12439,14000US39103415100,police,2018,10086,112,50930,39,103,415100,39103415100,4151,Census Tract 4151,G5020,S,6396291,0,41.2586218,-81.7941743,0.111616879,0.000687231,2.46962,0.997888216,112,-81.79417465,41.25862343,Brunswick Division of Police,41.2397787,-81.8328452,0,6.155,8.85,6.155,9.333333333,1/19/2019 22:00,6.155,8.766666667
12442,14000US39103415200,center,2654,12814,113,50931,39,103,415200,39103415200,4152,Census Tract 4152,G5020,S,4673733,6823,41.2490368,-81.8139338,0.091633033,0.000502817,1.80454,0.999039016,113,-81.81268866,41.24919301,Cleveland Downtown,41.5047834,-81.6856808,0,44.168,32.61666667,44.168,44.98333333,1/19/2019 22:00,44.168,32.65
12446,14000US39103415200,fire,1384,6916,113,50931,39,103,415200,39103415200,4152,Census Tract 4152,G5020,S,4673733,6823,41.2490368,-81.8139338,0.091633033,0.000502817,1.80454,0.999039016,113,-81.81268866,41.24919301,Brunswick City Fire Department,41.260848,-81.808579,0,1.744,3.033333333,1.744,3.4,1/19/2019 22:00,1.744,2.966666667
12452,14000US39103415200,grocery,749,3741,113,50931,39,103,415200,39103415200,4152,Census Tract 4152,G5020,S,4673733,6823,41.2490368,-81.8139338,0.091633033,0.000502817,1.80454,0.999039016,113,-81.81268866,41.24919301,Marc's Stores,41.240078,-81.805517,0,1.845,3.966666667,1.845,4.066666667,1/19/2019 22:00,1.845,3.866666667
12454,14000US39103415200,hospital,114,566,113,50931,39,103,415200,39103415200,4152,Census Tract 4152,G5020,S,4673733,6823,41.2490368,-81.8139338,0.091633033,0.000502817,1.80454,0.999039016,113,-81.81268866,41.24919301,Brunswick Medical Center,41.2389582,-81.8317333,0,4.037,7.566666667,4.037,7.75,1/19/2019 22:00,4.037,7.216666667
12458,14000US39103415200,police,2019,10091,113,50931,39,103,415200,39103415200,4152,Census Tract 4152,G5020,S,4673733,6823,41.2490368,-81.8139338,0.091633033,0.000502817,1.80454,0.999039016,113,-81.81268866,41.24919301,Brunswick Division of Police,41.2397787,-81.8328452,0,3.984,7.533333333,3.984,7.816666667,1/19/2019 22:00,3.984,7.183333333
12461,14000US39103415300,center,2655,12815,114,50939,39,103,415300,39103415300,4153,Census Tract 4153,G5020,S,3702787,0,41.2496288,-81.8325007,0.080523019,0.000397781,1.4296499,1,114,-81.83250074,41.24962929,Cleveland Downtown,41.5047834,-81.6856808,0,45.567,34.21666667,45.567,46.41666667,1/19/2019 22:00,45.567,34.36666667
12466,14000US39103415300,fire,1385,6921,114,50939,39,103,415300,39103415300,4153,Census Tract 4153,G5020,S,3702787,0,41.2496288,-81.8325007,0.080523019,0.000397781,1.4296499,1,114,-81.83250074,41.24962929,Brunswick Fire Department Station No. 1,41.2385266,-81.8439334,0,3.654,6.016666667,3.654,6.4,1/19/2019 22:00,3.654,5.966666667
12472,14000US39103415300,grocery,750,3746,114,50939,39,103,415300,39103415300,4153,Census Tract 4153,G5020,S,3702787,0,41.2496288,-81.8325007,0.080523019,0.000397781,1.4296499,1,114,-81.83250074,41.24962929,Save-A-Lot,41.2453088,-81.839618,0,2.791,4.916666667,2.791,5.1,1/19/2019 22:00,2.791,4.816666667
12476,14000US39103415300,hospital,115,571,114,50939,39,103,415300,39103415300,4153,Census Tract 4153,G5020,S,3702787,0,41.2496288,-81.8325007,0.080523019,0.000397781,1.4296499,1,114,-81.83250074,41.24962929,Brunswick Medical Center,41.2389582,-81.8317333,0,2.844,5.033333333,2.844,5.233333333,1/19/2019 22:00,2.844,5.016666667
12480,14000US39103415300,police,2020,10096,114,50939,39,103,415300,39103415300,4153,Census Tract 4153,G5020,S,3702787,0,41.2496288,-81.8325007,0.080523019,0.000397781,1.4296499,1,114,-81.83250074,41.24962929,Brunswick Division of Police,41.2397787,-81.8328452,0,2.791,5,2.791,5.2,1/19/2019 22:00,2.791,4.983333333
12483,14000US39103415400,center,2659,12819,118,50953,39,103,415400,39103415400,4154,Census Tract 4154,G5020,S,4103773,0,41.2495448,-81.8509321,0.084185047,0.000440857,1.58447,1,118,-81.85093204,41.24954527,Cleveland Downtown,41.5047834,-81.6856808,0,48.04,38.31666667,48.04,49.98333333,1/19/2019 22:00,48.04,38.46666667
12486,14000US39103415400,fire,1389,6941,118,50953,39,103,415400,39103415400,4154,Census Tract 4154,G5020,S,4103773,0,41.2495448,-81.8509321,0.084185047,0.000440857,1.58447,1,118,-81.85093204,41.24954527,Brunswick Fire Department Station No. 1,41.2385266,-81.8439334,0,2.699,5.766666667,2.699,6.016666667,1/19/2019 22:00,2.699,5.783333333
12492,14000US39103415400,grocery,754,3766,118,50953,39,103,415400,39103415400,4154,Census Tract 4154,G5020,S,4103773,0,41.2495448,-81.8509321,0.084185047,0.000440857,1.58447,1,118,-81.85093204,41.24954527,Save-A-Lot,41.2453088,-81.839618,0,2.003,4.616666667,2.003,4.75,1/19/2019 22:00,2.003,4.616666667
12494,14000US39103415400,hospital,119,591,118,50953,39,103,415400,39103415400,4154,Census Tract 4154,G5020,S,4103773,0,41.2495448,-81.8509321,0.084185047,0.000440857,1.58447,1,118,-81.85093204,41.24954527,Brunswick Medical Center,41.2389582,-81.8317333,0,3.829,7.3,3.829,7.533333333,1/19/2019 22:00,3.829,7.283333333
